Species,Target As,Game,Location,Environment,Time,Weater,Season,SOS
Mareanie,Mareanie,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Toxapex,Toxapex,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Mudbray,Mudbray,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Mudsdale,Mudsdale,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dewpider,Dewpider,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Araquanid,Araquanid,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Fomantis,Fomantis,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Lurantis,Lurantis,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Morelull,Morelull,Ultra Sun,Brooklet Hill,Walking / Grass,Night,N/A,N/A,Initial
Shiinotic,Morelull,Ultra Sun,Brooklet Hill,Walking / Grass,Night,N/A,N/A,Initial
Salandit,Salandit,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Salazzle,Salazzle,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Stufful,Stufful,Ultra Sun,Route 8,Walking / Grass,Day,N/A,N/A,Initial
Bewear,Bewear,Ultra Sun,Hau'oli City - Shopping District,Interact,All Day,N/A,N/A,
Bounsweet,Bounsweet,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Steenee,Steenee,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tsareena,Steenee,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Comfey,Comfey,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Oranguru,Oranguru,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Passimian,Passimian,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Wimpod,Wimpod,Ultra Sun,Route 8,Wimpod,All Day,N/A,N/A,N/A
Golisopod,Wimpod,Ultra Sun,Route 8,Wimpod,All Day,N/A,N/A,N/A
Sandygast,Sandygast,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Palossand,Palossand,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Pyukumuku,Pyukumuku,Ultra Sun,Route 7,Surf,All Day,N/A,N/A,Initial
Type: Null,Type: Null,Sun,Aether Paradise,Interact,N/A,N/A,N/A,N/A
Silvally,Type: Null,Sun,Aether Paradise,Interact,N/A,N/A,N/A,N/A
Minior,Minior,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Komala,Komala,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Turtonator,Turtonator,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Togedemaru,Togedemaru,Ultra Sun,Blush Mountain,Walking / Grass,Day,N/A,N/A,Initial
Mimikyu,Mimikyu,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Bruxish,Bruxish,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Drampa,Drampa,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Dhelmise,Dhelmise,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Jangmo-o,Jangmo-o,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Hakamo-o,Hakamo-o,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Kommo-o,Hakamo-o,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tapu Koko,Tapu Koko,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Tapu Lele,Tapu Lele,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Tapu Bulu,Tapu Bulu,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Tapu Fini,Tapu Fini,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Cosmog,Cosmog,None,None,None,N/A,N/A,N/A,N/A
Cosmoem,Cosmoem,None,None,None,N/A,N/A,N/A,N/A
Solgaleo,Solgaleo,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Lunala,Lunala,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Nihilego,Nihilego,Ultra Sun,Ultra Deep Sea,Interact,All Day,N/A,N/A,N/A
Buzzwole,Buzzwole,Ultra Sun,Ultra Jungle,Interact,All Day,N/A,N/A,N/A
Pheromosa,Pheromosa,Ultra Moon,Ultra Desert,Interact,All Day,N/A,N/A,N/A
Xurkitree,Xurkitree,Ultra Sun,Ultra Plant,Interact,All Day,N/A,N/A,N/A
Celesteela,Celesteela,Ultra Moon,Ultra Crater,Interact,All Day,N/A,N/A,N/A
Kartana,Kartana,Ultra Sun,Ultra Forest,Interact,All Day,N/A,N/A,N/A
Guzzlord,Guzzlord,Ultra Sun,Ultra Ruin,Interact,All Day,N/A,N/A,N/A
Necrozma,Necrozma,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Magearna,Magearna,None,None,None,N/A,N/A,N/A,N/A
Marshadow,Marshadow,None,None,None,N/A,N/A,N/A,N/A
Poipole,Poipole,Ultra Sun,Ultra Megalopolis,Interact,All Day,N/A,N/A,N/A
Naganadel,Naganadel,Pokémon Sword,Dynamax Adventures,Max Raid Battle,N/A,N/A,N/A,N/A
Stakataka,Stakataka,Ultra Moon,Poni Grove - Bottom,Roaming in Grass,All Day,N/A,N/A,N/A
Blacephalon,Blacephalon,Ultra Sun,Poni Grove - Bottom,Roaming in Grass,All Day,N/A,N/A,N/A
Zeraora,Zeraora,None,None,None,N/A,N/A,N/A,N/A
Meltan,Meltan,Pokémon GO,Event Only,Mystery Box,All Day,N/A,N/A,
Melmetal,Melmetal,None,None,None,N/A,N/A,N/A,N/A
Grookey,Grookey,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Thwackey,Grookey,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Rillaboom,Grookey,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Scorbunny,Scorbunny,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Raboot,Scorbunny,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Cinderace,Scorbunny,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Sobble,Sobble,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Drizzile,Sobble,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Inteleon,Sobble,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Skwovet,Skwovet,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Greedent,Greedent,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Rookidee,Rookidee,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Corvisquire,Corvisquire,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Corviknight,Corvisquire,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Blipbug,Blipbug,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Dottler,Dottler,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Orbeetle,Orbeetle,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Nickit,Nickit,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Thievul,Thievul,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Gossifleur,Gossifleur,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Eldegoss,Eldegoss,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Wooloo,Wooloo,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Dubwool,Dubwool,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Chewtle,Chewtle,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Drednaw,Drednaw,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Yamper,Yamper,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Boltund,Boltund,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Rolycoly,Rolycoly,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Carkol,Carkol,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Coalossal,Carkol,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Applin,Applin,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Flapple,Flapple,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Appletun,Appletun,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Silicobra,Silicobra,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Sandaconda,Sandaconda,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Cramorant,Cramorant,Scarlet,Kitakami: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Arrokuda,Arrokuda,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Barraskewda,Barraskewda,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Toxel,Toxel,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Toxtricity,Toxtricity,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Sizzlipede,Sizzlipede,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Centiskorch,Centiskorch,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Clobbopus,Clobbopus,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Grapploct,Grapploct,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Sinistea,Sinistea,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Polteageist,Sinistea,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Hatenna,Hatenna,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Hattrem,Hattrem,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Hatterene,Hatterene,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Impidimp,Impidimp,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Morgrem,Morgrem,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Grimmsnarl,Grimmsnarl,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Obstagoon,Obstagoon,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Perrserker,Perrserker,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Cursola,Cursola,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Sirfetch'd,Sirfetch'd,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Mr. Rime,Mime Jr.,Legends: Arceus,Obsidian Fieldlands: Massive Mass Outbreak,Obsidian Fieldlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Runerigus,Runerigus,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Milcery,Milcery,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Alcremie,Milcery,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Falinks,Falinks,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Pincurchin,Pincurchin,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Snom,Snom,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Frosmoth,Frosmoth,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Stonjourner,Stonjourner,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Eiscue,Eiscue,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Indeedee,Indeedee,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Morpeko,Morpeko,Scarlet,Kitakami: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Cufant,Cufant,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Copperajah,Copperajah,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dracozolt,Dracozolt,Pokémon Sword,Route 6,Combine Fossils,N/A,N/A,N/A,N/A
Arctozolt,Arctozolt,Pokémon Sword,Route 6,Combine Fossils,N/A,N/A,N/A,N/A
Dracovish,Dracovish,Pokémon Sword,Route 6,Combine Fossils,N/A,N/A,N/A,N/A
Arctovish,Arctovish,Pokémon Sword,Route 6,Combine Fossils,N/A,N/A,N/A,N/A
Duraludon,Duraludon,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dreepy,Dreepy,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Drakloak,Drakloak,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dragapult,Drakloak,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Zacian,Zacian,None,None,None,N/A,N/A,N/A,N/A
Zamazenta,Zamazenta,None,None,None,N/A,N/A,N/A,N/A
Eternatus,Eternatus,None,None,None,N/A,N/A,N/A,N/A
Kubfu,Kubfu,None,None,None,N/A,N/A,N/A,N/A
Urshifu,Urshifu,None,None,None,N/A,N/A,N/A,N/A
Zarude,Zarude,None,None,None,N/A,N/A,N/A,N/A
Regieleki,Regieleki,Pokémon Sword,Split-Decision Ruins,Interact,N/A,All Weather,N/A,N/A
Regidrago,Regidrago,Pokémon Sword,Split-Decision Ruins,Interact,N/A,All Weather,N/A,N/A
Glastrier,Glastrier,None,None,None,N/A,N/A,N/A,N/A
Spectrier,Spectrier,None,None,None,N/A,N/A,N/A,N/A
Calyrex,Calyrex,None,None,None,N/A,N/A,N/A,N/A
Wyrdeer,Stantler,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Kleavor,Kleavor,Scarlet,Terarium: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Ursaluna,Ursaring,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Basculegion,Basculegion,Legends: Arceus,Cobalt Coastlands: Massive Mass Outbreak,Cobalt Coastlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Sneasler,Sneasler,Legends: Arceus,Coronet Highlands: Massive Mass Outbreak,Coronet Highlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Overqwil,Overqwil,Legends: Arceus,Cobalt Coastlands: Massive Mass Outbreak,Cobalt Coastlands: Massive Mass Outbreak,N/A,N/A,N/A,N/A
Enamorus,Enamorus,Any,Day Care Center,Masuda Method,N/A,N/A,N/A,N/A
Sprigatito,Sprigatito,Scarlet,Starter Pokémon in Cabo Poco,N/A,N/A,N/A,N/A,N/A
Floragato,Floragato,Scarlet,Evolve Sprigatito,N/A,N/A,N/A,N/A,N/A
Meowscarada,Meowscarada,Scarlet,Evolve Floragato,N/A,N/A,N/A,N/A,N/A
Fuecoco,Fuecoco,Scarlet,Starter Pokémon in Cabo Poco,N/A,N/A,N/A,N/A,N/A
Crocalor,Crocalor,Scarlet,Evolve Fuecoco,N/A,N/A,N/A,N/A,N/A
Skeledirge,Skeledirge,Scarlet,Evolve Crocalor,N/A,N/A,N/A,N/A,N/A
Quaxly,Quaxly,Scarlet,Starter Pokémon in Cabo Poco,N/A,N/A,N/A,N/A,N/A
Quaxwell,Quaxwell,Scarlet,Evolve Quaxly,N/A,N/A,N/A,N/A,N/A
Quaquaval,Quaquaval,Scarlet,Evolve Quaxwell,N/A,N/A,N/A,N/A,N/A
Lechonk,Lechonk,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Oinkologne,Oinkologne,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tarountula,Tarountula,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Spidops,Spidops,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Nymble,Nymble,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Lokix,Lokix,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Pawmi,Pawmi,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Pawmo,Pawmo,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Pawmot,Pawmo,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Clodsire,Clodsire,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tandemaus,Tandemaus,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Maushold,Tandemaus,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Fidough,Fidough,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dachsbun,Dachsbun,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Smoliv,Smoliv,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dolliv,Dolliv,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Arboliva,Dolliv,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Squawkabilly,Squawkabilly,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Nacli,Nacli,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Naclstack,Naclstack,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Garganacl,Naclstack,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Annihilape,Annihilape,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Charcadet,Charcadet,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Armarouge,Charcadet,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Ceruledge,Charcadet,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tadbulb,Tadbulb,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Bellibolt,Bellibolt,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Wattrel,Wattrel,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Kilowattrel,Kilowattrel,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dudunsparce,Dudunsparce,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Farigiraf,Farigiraf,Scarlet,Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Maschiff,Maschiff,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Mabosstiff,Mabosstiff,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Shroodle,Shroodle,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Grafaiai,Grafaiai,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Bramblin,Bramblin,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Brambleghast,Brambleghast,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Toedscool,Toedscool,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Toedscruel,Toedscruel,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Klawf,Klawf,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Capsakid,Capsakid,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Scovillain,Scovillain,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Rellor,Rellor,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Rabsca,Rabsca,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Flittle,Flittle,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Espathra,Espathra,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tinkatink,Tinkatink,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tinkatuff,Tinkatuff,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tinkaton,Tinkatuff,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Wiglett,Wiglett,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Wugtrio,Wugtrio,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Bombirdier,Bombirdier,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Finizen,Finizen,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Palafin,Finizen,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Varoom,Varoom,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Revavroom,Revavroom,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Cyclizar,Cyclizar,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Orthworm,Orthworm,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Glimmet,Glimmet,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Glimmora,Glimmet,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Greavard,Greavard,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Houndstone,Houndstone,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Flamigo,Flamigo,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Cetoddle,Cetoddle,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Cetitan,Cetitan,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Kingambit,Kingambit,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Veluza,Veluza,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Dondozo,Dondozo,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Tatsugiri,Tatsugiri,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Great Tusk,Great Tusk,Scarlet,Area Zero,Underground,N/A,N/A,N/A,N/A
Scream Tail,Scream Tail,Scarlet,Area Zero,Cave; Underground,N/A,N/A,N/A,N/A
Brute Bonnet,Brute Bonnet,Scarlet,Area Zero,Grass; Underground,N/A,N/A,N/A,N/A
Flutter Mane,Flutter Mane,Scarlet,Area Zero,N/A,N/A,N/A,N/A,N/A
Slither Wing,Slither Wing,Scarlet,Area Zero,Grass,N/A,N/A,N/A,N/A
Sandy Shocks,Sandy Shocks,Scarlet,Area Zero,Rock,N/A,N/A,N/A,N/A
Iron Treads,Iron Treads,Scarlet,Trade from Violet,Underground,N/A,N/A,N/A,N/A
Iron Bundle,Iron Bundle,Scarlet,Trade from Violet,Underground,N/A,N/A,N/A,N/A
Iron Hands,Iron Hands,Scarlet,Trade from Violet,Grass; Underground,N/A,N/A,N/A,N/A
Iron Jugulis,Iron Jugulis,Scarlet,Trade from Violet,Cave; Underground,N/A,N/A,N/A,N/A
Iron Moth,Iron Moth,Scarlet,Trade from Violet,Grass,N/A,N/A,N/A,N/A
Iron Thorns,Iron Thorns,Scarlet,Trade from Violet,Rock,N/A,N/A,N/A,N/A
Frigibax,Frigibax,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Arctibax,Arctibax,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Baxcalibur,Arctibax,Scarlet,Paldea: Mass Outbreaks,SV Outbreak,N/A,N/A,N/A,N/A
Gimmighoul,Gimmighoul,None,None,None,N/A,N/A,N/A,N/A
Gholdengo,Gholdengo,None,None,None,N/A,N/A,N/A,N/A
Wo-Chien,Wo-Chien,None,None,None,N/A,N/A,N/A,N/A
Chien-Pao,Chien-Pao,None,None,None,N/A,N/A,N/A,N/A
Ting-Lu,Ting-Lu,None,None,None,N/A,N/A,N/A,N/A
Chi-Yu,Chi-Yu,None,None,None,N/A,N/A,N/A,N/A
Roaring Moon,Roaring Moon,Scarlet,Area Zero,Cave; Underground,N/A,N/A,N/A,N/A
Iron Valiant,Iron Valiant,Scarlet,Trade from Violet,Cave; Underground,N/A,N/A,N/A,N/A
Koraidon,Koraidon,None,None,None,N/A,N/A,N/A,N/A
Miraidon,Miraidon,None,None,None,N/A,N/A,N/A,N/A
Walking Wake,Walking Wake,None,None,None,N/A,N/A,N/A,N/A
Iron Leaves,Iron Leaves,None,None,None,N/A,N/A,N/A,N/A
